#Name	RA_deg	DEC_deg	RA_(J2000)	DEC_(J2000)	Redshift	Dist_[Mpc]	BAT_Type	BAT_flux	N_H	N_H Ref	Morphology	Stellar Mass	SDSS_u_petro	SDSS_u_petro_err	SDSS_g_petro	SDSS_g_petro_err	SDSS_r_petro	SDSS_r_petro_err	SDSS_i_petro	SDSS_i_petro_err	SDSS_z_petro	SDSS_z_petro_err	SDSS_u_Koss	SDSS_g_Koss	SDSS_r_Koss	SDSS_i_Koss	SDSS_z_Koss	griz_cont	GALEX_FUV	GALEX_FUV_err	GALEX_NUV	GALEX_NUV_err	E(B-V)_galactic	E(B-V)_calzetti	J_2MASS	J_2MASS_err	H_2MASS	H_2MASS_err	K_2MASS	K_2MASS_err	2MASS_cat	W1	W1_err	W1_extended?	W2	W2_err	W2_extended?	W3	W3_err	W3_extended?	W4	W4_err	W4_extended?	Asmus_12	Asmus_12_err	Asmus_18	Asmus_18_err	IRAC1	IRAC1_err	IRAC2	IRAC2_err	IRAC3	IRAC3_err	IRAC4	IRAC4_err	H_70	H_70_err	H_160	H_160_err	H_250	H_250_err	H_350	H_350_err	H_500	H_500_err	PAH 11.25	NeII	OIV	NeII_SFR	1.4GHz	1.4GHz_err	5GHz	5GHz_err	SUMSS_36cm	SUMSS_36cm_err	100GHz	100GHz_err	22GHz	22GHz_err	P857	P857_err	P545	P545_err	P353	P353_err	P217	P217_err	P143	P143_err	P100	P100_err	P70	P70_err	P44	P44_err	P30	P30_err	A9	A9_err	A18	A18_err	A65	A65_err	A90	A90_err	A140	A140_err	A160	A160_err	IP_dist	IP12	IP12_err	IP25	IP25_err	IP60	IP60_err	IP100	IP100_err	IF_dist	IF12	IF12_err	IF25	IF25_err	IF60	IF60_err	IF100	IF100_err	ILGA_12	ILGA_12_err	ILGA_25	ILGA_25_err	ILGA_60	ILGA_60_err	ILGA_100	ILGA_100_err
ESO263-G013	152.4508333	-42.81111111	10h09m48.2s	-42d48m40s	0.033537	147.3193088	Sy 2	3.54E-11				0																	0	0	0	0	0.1452		12.083	0.049	11.398	0.062	11.085	0.096	XSC	0.019522383	0.000982063	TRUE	0.020750183	0.001043827	TRUE	0.051855254	0.00781121	FALSE	0.131963446	0.020068167	FALSE	0.0558	0.0042	0	0	0	0	0	0	0	0	0	0	0.164825852	0.010519179	0	0.196163957	0	0.847928256	0	0.450410975	0	0.159511999	0	0	0.00E+00	0	0	0	0	0	0.0231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESO297-018	24.655	-40.01138889	01h38m37.2s	-40d00m41s	0.025227	110.1342922	Sy 2	6.87E-11	23.8	B11		0																	18.11841393	0.088082656	17.49878311	0.040185455	0.012		11.237	0.02	10.442	0.029	10.13	0.037	XSC	0.033957275	0.001708202	TRUE	0.026830078	0.001349673	TRUE	0.074266467	0.011147528	TRUE	0.120796304	0.018411291	FALSE	0.0313	0.0052	0	0	0	0	0	0	0	0	0	0	0.681	0.03720606	1.838	0.094156809	1.337459894	0.144081082	0.622388059	0.068644843	0.202139982	0.039324336	0	0	0.00E+00	3.809986909	0.0598	0	0	0	0.0539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6721	0.067	0	0	0	0	52.613889	0	0	0	0	0.605	0.0726	2.24	0.2464	21.88516	0	0	0	0	0.662	0.0662	0	0	0	0	0	0	0	0	0	0
ESO323-077	196.60875	-40.41472222	13h06m26.1s	-40d24m53s	0.015014	65.0453904	Sy 1.2	3.31E-11	22.7	B11		0																	19.23415756	0.140287936	17.35779762	0.02437062	0.0856		10.335	0.015	9.481	0.016	8.863	0.017	XSC	0.199955262	0.010040079	TRUE	0.23004984	0.012258271	FALSE	0.464293671	0.069676865	TRUE	1.032888987	0.155814225	FALSE	0.3467	0.0794	0	0	0	0	0	0	0	0	0	0	7.017122307	0.35361738	7.531322177	0.455209617	2.880724732	0.280753177	1.122742448	0.108612319	0.361130123	0.03613638	1.80E-19	4.02E-20	2.51E-20	8.129996858	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4718	0.0032	0.9017	0.0173	5.453	0.304	6.945	0.236	7.791	1.36	6.404	0.949	7.611818	0.676	0.04056	1.24	0.0992	5.51	0.4959	8.94	0.8046	4.985707	0.683	0.04098	1.22	0.0732	5.66	0.283	0	0	0	0	0	0	0	0	0	0
ESO362-18	79.89916667	-32.65777778	05h19m35.8s	-32d39m28s	0.012445	53.81058898	Sy 1.5	4.93E-11	21.2	B11		0																	15.24233246	0.003169301	15.28076935	0.001719755	0.0147		11.17	0.018	10.452	0.022	10.134	0.037	XSC	0.041393566	0.002078438	TRUE	0.03856754	0.001940119	TRUE	0.156889097	0.02354933	TRUE	0.436569757	0.066187616	FALSE	0.1575	0.0188	0	0	0	0	0	0	0	0	0	0	1.426137588	0.073190326	1.923211877	0.097530339	0.750151283	0.072803103	0.292549073	0.030137202	0.138782154	0.02055956	5.97E-20	9.94E-21	1.10E-20	0.786335478	0.015	0.001	0	0	0.0201	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1661	0.0307	0.3662	0.0362	0	0	1.277	0.0881	0	0	0	0	18.165383	0	0	0.588	0.04704	1.49	0.1192	2.02	0.1414	10.913577	0.224	0.04256	0.57	0.0342	1.4	0.098	0	0	0	0	0	0	0	0	0	0
ESO374-G044	153.3329167	-35.98277778	10h13m19.9s	-35d58m58s	0.028453	124.5170147	Sy 2	2.01E-11				0																	19.06377792	0.309333861	18.32520485	0.11950361	0.1026		12.178	0.038	11.425	0.045	11.122	0.074	XSC	0.012041713	0.000605752	TRUE	0.009517861	0.000478791	TRUE	0.06586753	0.009927696	FALSE	0.229101492	0.034767757	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.284921938	0.015060881	0.501284123	0.09032	0.392038772	0.04940935	0.199328769	0.027491854	0.082889488	0.014805687	0	0	0.00E+00	0	0.0793	0	0	0	0.0895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307	0.0744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.763752	0	0	0.208	0.0312	0	0	0	0	0	0	0	0	0	0	0	0
ESO383-18	203.35875	-34.01472222	13h33m26.1s	-34d00m53s	0.012412	53.66655371	Sy 2	1.89E-11				0																	17.42840767	0.074213572	17.05960464	0.036226671	0.0509		12.928	0.041	12.163	0.043	11.418	0.054	XSC	0.038630723	0.001939711	TRUE	0.069473941	0.0034884	TRUE	0.256798666	0.038682837	FALSE	0.449214376	0.067866657	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.654306974	0.04098822	0.753059056	0.069870206	0.304217222	0.03498555	0.146989701	0.021143351	0	0.07476773	0	0	0.00E+00	0	0.0049	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2092	0.00688	0.4141	0.0172	0	0	0.6235	0.0697	0	0	0	0	2.980577	0	0	0.39	0.0468	0.655	0.05895	0	0	21.787958	0	0	0.444	0.03552	0.616	0.05544	0	0	0	0	0	0	0	0	0	0
ESO399-20	301.7404167	-34.54944444	20h06m57.7s	-34d32m58s	0.024951	108.9068993	Sy 1 Galaxy Pair	1.79E-11				0																	0	0	0	0	0.096		11.806	0.032	11.046	0.04	10.665	0.049	XSC	0.033770138	0.001698789	TRUE	0.037309715	0.001876845	TRUE	0.076276852	0.011496611	FALSE	0.128840869	0.019572491	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.621788682	0.040451967	1.44097872	0.073662848	0.841473545	0.088561228	0.372625938	0.046493439	0.123412655	0.022287782	0	0	0.00E+00	0	0	0	0	0	0.0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.002	0.491	0	0	5.63297	0	0	0	0	0.639	0.05112	0	0	12.218757	0	0	0	0	0.542	0.0542	0	0	0	0	0	0	0	0	0	0
ESO417-G006	44.08958333	-32.18555556	02h56m21.5s	-32d11m08s	0.016291	70.64604073	Sy 2	3.07E-11	22.9	B11		0																	19.27199364	0.120417051	18.11589813	0.042942051	0.0184		11.401	0.023	10.682	0.033	10.435	0.044	XSC	0.022016391	0.001107523	TRUE	0.014143976	0.000711505	TRUE	0.016933604	0.002557268	FALSE	0.048682563	0.007488037	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.244116604	0.013215872	0.142163113	0.027423346	0.043402608	0.006511783	0	0.118260418	0	0.114871565	2.02E-21	1.77E-21	4.04E-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.60856	0	0	0	0	0.184	0.04048	0	0	0	0	0	0	0	0	0	0
ESO426-G002	95.94333333	-32.21666667	06h23m46.4s	-32d13m00s	0.022429	97.71419488	Sy 2	2.44E-11	23.9	B11		0																	0	0	0	0	0.0435		11.47	0.033	10.779	0.042	10.441	0.062	XSC	0.029986987	0.001508479	TRUE	0.026171098	0.001319389	TRUE	0.071910575	0.010832241	FALSE	0.187436276	0.028416903	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.196481454	0.01130861	0.630522306	0.339	0.455273789	0.047932544	0.296590085	0.051976264	0	0.182834647	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.776651	0	0	0.207	0.09729	0	0	0	0	15.81271	0	0	0.209	0.02299	0	0	0	0	0	0	0	0	0	0	0	0
ESO439-G009	171.8475	-29.2575	11h27m23.4s	-29d15m27s	0.02389	104.1931371	Sy 2 (58 month)	6.71E-12				0																	19.6225853	0.236624584	19.05170822	0.118290812	0.0545		11.263	0.023	10.495	0.026	10.177	0.04	XSC	0.028886059	0.001453098	TRUE	0.018851216	0.000950364	TRUE	0.079849349	0.011991844	TRUE	0.218186521	0.033145179	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.043565116	1.486	0.078353208	1.168984879	0.11920225	0.519511384	0.063002607	0.175233997	0.027645243	0	0	0.00E+00	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1991	0.0422	0	0	0.7035	0.0425	3.514	0.158	0	0	9.893877	0	0	0	0	0.656	0.0656	0	0	20.826121	0	0	0.306	0.0306	0.647	0.05176	0	0	0	0	0	0	0	0	0	0
ESO464-G016	315.5991667	-28.17472222	21h02m23.8s	-28d10m29s	0.036352	160.0161325	AGN (58 month)	1.41E-11				0																	20.26173	0.31609	19.12628	0.1152911	0.0983		12.579	0.031	11.898	0.044	11.527	0.064	XSC	0.007822271	0.000393495	TRUE	0.005956922	0.000301912	TRUE	0.018297542	0.002771866	FALSE	0.048579568	0.00755483	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.466325805	0.024096233	0.524011073	0.028136734	0.276383846	0.052943361	0.122126584	0.021700624	0	0.097198967	0	0	0.00E+00	0	0.0204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4805	0.0391	0	0	0	0	0	0	0	0	0	0	0	0	0	22.656206	0	0	0	0	0.34	0.0476	0	0	0	0	0	0	0	0	0	0
ESO479-G031	41.19875	-24.51388889	02h44m47.7s	-24d30m50s	0.023526	102.5776521	LINER	9.05E-12				0																	20.43676949	0.231127053	19.11176491	0.074101716	0.0184		11.883	0.025	11.182	0.038	10.908	0.055	XSC	0.014412726	0.000725024	TRUE	0.009040064	0.000454756	TRUE	0.010374076	0.001572917	FALSE	0.020690617	0.003306086	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.086316659	0.010948945	0	0.15167882	0.045811134	0.006185946	0	0.054055332	0	0.064020238	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESO490-IG026	100.04875	-25.89527778	06h40m11.7s	-25d53m43s	0.02485	108.4578677	Sy 1.2	3.74E-11			M	10.67											15.52	13.45	12.74	12.27	12.32		17.94538689	0.082758054	17.23176956	0.034366254	0.0818	0.265	11.256	0.024	10.481	0.032	9.972	0.035	XSC	0.046658722	0.002347142	TRUE	0.046754341	0.002351952	TRUE	0.156024487	0.023489987	FALSE	0.50449126	0.076279699	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	1.974766104	0.101650435	1.604453695	0.102579054	0.936152409	0.108316883	0.389476997	0.055963107	0.145980866	0.019023545	0	0	0.00E+00	0	0.0392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.409	0.0412	0	0	0	0	4.316425	0	0	0.724	0.05792	1.9	0.152	2.28	0.1824	4.307894	0.173	0.01903	0.706	0.0353	0	0	0	0	0	0	0	0	0	0	0	0
ESO499-G041	151.4808333	-23.05694444	10h05m55.4s	-23d03m25s	0.012816	55.43038551	Sy 1.5	1.46E-11	21.4	B11		0																	18.04257965	0.062429111	17.27790833	0.026123082	0.0501		11.655	0.021	10.933	0.027	10.535	0.044	XSC	0.025759228	0.001295804	TRUE	0.022983805	0.001156188	TRUE	0.063269261	0.009530558	FALSE	0.129674221	0.019720037	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.539730513	0.028158403	0.940264705	0.137384655	0.436064037	0.042907362	0.21983429	0.025802398	0.096008358	0.019136537	0	0	0.00E+00	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESO506-G027	189.7275	-27.30777778	12h38m54.6s	-27d18m28s	0.025024	109.231488	Sy 2	9.39E-11	23.6	B11	S	9.84											18	14.78	14.12	13.14	14.06		18.96290398	0.138438135	18.64219093	0.07365226	0.0618	0.53	11.222	0.019	10.432	0.02	10.039	0.03	XSC	0.038206111	0.001921938	TRUE	0.045605995	0.002294185	TRUE	0.126821464	0.019103737	FALSE	0.236403361	0.035807105	FALSE	0.1795	0.0179	0	0	0	0	0	0	0	0	0	0	0.52894712	0.036098248	1.219	0.065795624	1.087250831	0.108905795	0.485530238	0.051167735	0	0.172800345	0	0	0.00E+00	1.803028319	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1144	0.0194	0.2074	0.00083	0	0	0.6128	0.0731	0	0	0	0	0	0	0	0	0	0	0	0	0	14.105597	0	0	0.268	0.0402	0.498	0.0498	0	0	0	0	0	0	0	0	0	0
ESO509-G038	202.8079167	-25.40277778	13h31m13.9s	-25d24m10s	0.025971	113.4453676	Sy 1	1.42E-11	20	B11		0																	17.77428818	0.054254182	17.0786953	0.022945967	0.0596		11.901	0.018	11.163	0.019	10.797	0.036	XSC	0.01478728	0.000743866	TRUE	0.011817875	0.000594492	TRUE	0.050894562	0.007670938	FALSE	0.137033868	0.020886155	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.441310562	0.023404778	0.731621291	0.079455258	0.341259964	0.03736168	0.148149562	0.028213396	0	0.081065429	0	0	0.00E+00	0	0.0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5708	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	25.250543	0	0	0	0	0.397	0.06749	0	0	0	0	0	0	0	0	0	0
ESO509-IG066NED01	203.665	-23.44666667	13h34m39.6s	-23d26m48s	0.034307	150.7872955	Sy 2	1.82E-11				0																	18.31868553	0.109367996	17.73454475	0.046897274	0.0951		12.01	0.029	11.246	0.033	10.962	0.056	XSC	0.015062196	0.000757696	TRUE	0.014039103	0.00070623	TRUE	0.067401782	0.010117126	TRUE	0.279272336	0.04219206	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.882703328	0.048252737	1.65590881	0.153646258	0.778487442	0.076800507	0.29026282	0.033144708	0.105708429	0.020817151	0	0	0.00E+00	0	0.0441	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2563	0.0383	0	0	0	0	0	0	0	0	13.560061	0	0	0	0	0.909	0.0909	1.66	0.2324	8.212549	0.175	0.0455	0.42	0.0756	0.902	0.09922	0	0	0	0	0	0	0	0	0	0
ESO511-G030	214.8433333	-26.64472222	14h19m22.4s	-26d38m41s	0.022389	97.53700555	Sy 1	3.99E-11	21.2	B11	S	11.09											14.2	12.72	11.93	11.35	11.11		15.00027084	0.004257185	14.91394424	0.002315803	0.0578	0.436	11.005	0.023	10.296	0.028	9.893	0.041	XSC	0.040117405	0.002018085	TRUE	0.033901736	0.001705409	TRUE	0.054299117	0.008179341	FALSE	0.083263305	0.012737387	FALSE	0.0522	0.0052	0	0	0	0	0	0	0	0	0	0	0.707039876	0.348	2.021	0.131985148	2.185830929	0.216745702	1.030224749	0.113622436	0.40295529	0.049120766	0	0	0.00E+00	0	0.0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8475	0.15	0	0	0	0	26.716108	0	0	0	0	0.436	0.05232	2.08	0.2496	9.470297	0	0	0	0	0.466	0.0466	0	0	0	0	0	0	0	0	0	0
ESO533-G050	338.7075	-25.67694444	22h34m49.8s	-25d40m37s	0.026445	115.5567068	Sy 2	1.36E-11				0																	17.64716721	0.056511763	17.09208107	0.029778665	0.0177		11.481	0.022	10.787	0.034	10.508	0.043	XSC	0.021674352	0.001090317	TRUE	0.013078909	0.000661008	TRUE	0.009907165	0.001509451	FALSE	0.019488277	0.003194282	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.102944979	0.015492758	0.811	0.0405	0.641203826	0.107176286	0.339275837	0.062189069	0.132412701	0.025332834	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESO548-G081	55.51541667	-21.24416667	03h42m03.7s	-21d14m39s	0.01448	62.70653781	Sy 1	4.45E-11	20.5	B11		0																	15.62197113	0.012997839	15.37849426	0.006433434	0.0271		9.469	0.011	8.97	0.015	8.706	0.023	XSC	0.475538131	0.023877544	TRUE	0.508607705	0.025538021	TRUE	0.241360979	0.036228708	TRUE	0.220148603	0.033270363	TRUE	0.0869	0.0326	0	0	0	0	0	0	0	0	0	0	0.960207771	0.051334836	2.180950396	0.132089693	0.783293613	0.07816266	0.356477791	0.038226565	0.089490928	0.017632389	0	0	0.00E+00	0.974404806	0.0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968	0.0608	0	0	0	0	1.252817	0	0	0	0	0.639	0.05112	1.89	0.1701	14.111906	0.249	0.05727	0	0	0.601	0.04808	0	0	0	0	0	0	0	0	0	0
ESO549-G049	60.60708333	-18.0475	04h02m25.7s	-18d02m51s	0.026291	114.8705853	Sy 2 LINER	2.52E-11	22.4	B11		0																	16.83599091	0.032022186	16.16521835	0.013066736	0.0231		11.462	0.021	10.698	0.027	10.298	0.038	XSC	0.03775138	0.001895558	TRUE	0.033964243	0.001708553	TRUE	0.118684161	0.017814702	TRUE	0.299263428	0.045328277	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	3.628969705	0.187939601	5.13078786	0.26240599	1.813791224	0.173942232	0.695241363	0.068327549	0.234219395	0.026085016	0	0	0.00E+00	22.42001535	0.0251	0.0009	0	0	0	0	0	0	0	0	734.992	183.609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1559	0.0154	0.3018	0.0433	0	0	2.976	0.17	5.711	0.363	4.075	1.12	3.15078	0	0	0.467	0.03736	2.74	0.2192	5.22	0.4698	5.121112	0.155	0.0217	0.452	0.04068	2.86	0.143	0	0	0	0	0	0	0	0	0	0
ESO553-G022	77.99083333	-18.49388889	05h11m57.8s	-18d29m38s	0.042079	186.0032508	Sy 2	1.37E-11				0																	18.6451683	0.118792489	18.1606617	0.059265599	0.0488		12.432	0.042	11.793	0.054	11.385	0.076	XSC	0.010694146	0.000537963	TRUE	0.008617306	0.000433489	TRUE	0.012415077	0.001882374	FALSE	0.022027917	0.003519769	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.081588705	0.010217437	0.472544563	0.080135457	0.295548781	0.044089138	0.137701518	0.023032035	0	0.103772836	0	0	0.00E+00	0	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESO553-G043	81.61375	-21.28666667	05h26m27.3s	-21d17m12s	0.027756	121.4038439	Sy 2	1.39E-11				0																	0	0	0	0	0.0362		12.286	0.036	11.566	0.047	11.346	0.075	XSC	0.011993138	0.000603308	TRUE	0.010889851	0.000547808	TRUE	0.032808983	0.00494504	FALSE	0.109057025	0.016662147	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.121958117	0.010297833	0	0.114371688	0	0.073756749	0	0.05971651	0	0.069223651	0	0	0.00E+00	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.975168	0	0	0.162	0.02106	0	0	0	0	0	0	0	0	0	0	0	0
ESO565-G019	143.6816667	-21.92777778	09h34m43.6s	-21d55m40s	0.016285	70.61970112	Sy 2	2.07E-11				0																	0	0	0	0	0.0505		10.614	0.014	9.902	0.019	9.562	0.023	XSC	0.049128425	0.002471379	TRUE	0.03035442	0.001526963	TRUE	0.093323875	0.014008078	TRUE	0.296246786	0.044871357	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	3.045023697	0.155150798	3.028608583	0.15404663	0.981606392	0.096736842	0.44067443	0.044323759	0.130830646	0.015282599	0	0	0.00E+00	0	0.0444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07733	0.0128	0.3318	0.0819	0	0	2.898	0.114	0	0	0	0	9.508665	0	0	0.433	0.04763	2.66	0.2394	5.11	0.4599	4.639212	0.146	0.02482	0.381	0.04191	2.49	0.1494	0	0	0	0	0	0	0	0	0	0
ESO578-G009	209.1529167	-19.52916667	13h56m36.7s	-19d31m45s	0.035021	154.0064542	Sy 1	1.69E-11				0																	19.38129044	0.122950137	18.25629807	0.036877587	0.0814		12.601	0.029	11.77	0.04	11.343	0.058	XSC	0.01131704	0.000571963	TRUE	0.010313877	0.000518834	TRUE	0.025118446	0.003774863	TRUE	0.069896213	0.010750983	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.317936303	0.029686797	0.99892215	0.075151595	0.521000786	0.071500094	0.22897371	0.03887612	0	0.126778217	0	0	0.00E+00	0	0.0128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5847	0.0237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fairall1146	129.6283333	-35.9925	08h38m30.8s	-35d59m33s	0.031578	138.5133321	Sy 1.5	2.89E-11				0																	0	0	0	0	0.3473		11.873	0.033	11.031	0.033	10.533	0.044	XSC	0.04255326	0.002140619	TRUE	0.057732709	0.003076304	FALSE	0.192838064	0.029032389	FALSE	0.492553769	0.07441431	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	1.219223782	0.068235282	1.407011457	0.090383755	0.569628146	0.068454709	0.308965476	0.044121001	0	0.122720917	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1569	0.0141	0.4414	0.0298	0	0	1.059	0.152	0	0	0	0	15.627979	0	0	0.597	0.0597	1.09	0.0981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fairall272	125.7545833	-4.934722222	08h23m01.1s	-04d56m05s	0.021815	94.9954809	Sy 2	4.64E-11	23.5	B11	M	10.08	16.70285	0.08613596	14.9922	0.08683988	14.21891	0.05914119	13.80994	0.04441698	13.49889	0.03567832	15.53	14.67	13.96	13.57	13.39		0	0	0	0	0.0393	0.179	12.437	0.032	11.694	0.041	11.334	0.06	XSC	0.017097509	0.000860081	TRUE	0.026291898	0.001400971	FALSE	0.067420623	0.010155898	FALSE	0.096217407	0.014632136	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0.797891693	0.044134079	1.221516366	0.071312569	0.545285004	0.052657339	0.252760468	0.026055645	0.120954437	0.01491603	0	0	0.00E+00	0	0.0382	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7908	0.0583	0	0	0	0	37.474482	0	0	0	0	0.835	0.09185	0	0	25.914799	0	0	0.197	0.03349	0	0	0	0	0	0	0	0	0	0	0	0
Fairall49	279.2429167	-59.4025	18h36m58.3s	-59d24m09s	0.020021	87.06588951	Sy 2	1.42E-11	22.3	B11		0																	19.21837807	0.12136136	18.18959808	0.043921676	0.0565		11.599	0.017	10.59	0.019	9.677	0.015	XSC	0.128983108	0.006958611	FALSE	0.184936203	0.009796798	FALSE	0.487520367	0.073437574	FALSE	1.131497625	0.170813611	FALSE	0.3678	0.2132	0	0	0	0	0	0	0	0	0	0	3.318097384	0.169081925	2.555471401	0.147228066	0.882540044	0.095492869	0.349548188	0.040382418	0.113375338	0.021504051	8.15E-20	3.96E-20	3.92E-20	12.5485447	0	0	0.07	0	0.2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.411	0.0198	0.92	0.0595	0	0	0	0	0	0	0	0	6.789399	0.592	0.04144	1.37	0.1096	3.21	0.2889	4.25	0.425	1.67584	0.623	0.04361	1.39	0.0834	3.23	0.1615	0	0	0	0	0	0	0	0	0	0
